6.561484	0.0626161941	0.0610865238	0.0538895479	0.0523598776	
6.571303	0.0642506962	0.0610865238	0.05552405	0.0523598776	
6.581416	0.0665577041	0.0610865238	0.0578310579	0.0523598776	
6.591556	0.06948823	0.0610865238	0.0607615837	0.0523598776	
6.601746	0.0730585143	0.0610865238	0.0643318681	0.0523598776	
6.611876	0.0772202716	0.0610865238	0.0684936253	0.0523598776	
6.622091	0.0820459576	0.0610865238	0.0733193113	0.0523598776	
6.632159	0.0874070658	0.0610865238	0.0786804195	0.0523598776	
6.642306	0.0934319028	0.0698131701	0.0847052565	0.0523598776	
6.652501	0.100106215	0.0698131701	0.0913795692	0.0523598776	
6.662733	0.10743773	0.0698131701	0.098711084	0.0523598776	
6.672836	0.115282984	0.0698131701	0.106556338	0.0523598776	
6.683112	0.123906964	0.0785398163	0.115180318	0.0523598776	
6.693245	0.133014404	0.0785398163	0.124287758	0.0523598776	
6.703582	0.143037712	0.0872664626	0.134311066	0.0523598776	
6.713506	0.153080323	0.0959931089	0.144353677	0.0523598776	
6.723635	0.164029994	0.104719755	0.155303348	0.0523598776	
6.733872	0.17573671	0.113446401	0.167010064	0.0523598776	
6.743934	0.187845902	0.122173048	0.179119255	0.0610865238	
6.754026	0.200602194	0.130899694	0.191875548	0.0610865238	
6.764369	0.214322753	0.148352986	0.205596106	0.0698131701	
6.774443	0.228279867	0.157079633	0.21955322	0.0698131701	
6.784608	0.242992942	0.174532925	0.234266296	0.0872664626	
6.794707	0.258217229	0.191986218	0.249490582	0.104719755	
6.805268	0.274836719	0.20943951	0.266110073	0.113446401	
6.815021	0.290714535	0.226892803	0.281987889	0.130899694	
6.825149	0.307834806	0.253072742	0.29910816	0.148352986	
6.835301	0.325614638	0.261799388	0.316887992	0.174532925	
6.845426	0.343963234	0.27925268	0.335236587	0.200712864	
6.85566	0.363148979	0.296705973	0.354422333	0.218166156	
6.865995	0.38316647	0.314159265	0.374439823	0.244346095	
6.875957	0.403031783	0.331612558	0.394305137	0.27925268	
6.886129	0.423951356	0.34906585	0.41522471	0.305432619	
6.896189	0.445248847	0.366519143	0.4365222	0.331612558	
6.906532	0.467787149	0.383972435	0.459060503	0.366519143	
6.917598	0.49266675	0.401425728	0.483940104	0.392699082	
6.926609	0.513346381	0.41887902	0.504619735	0.427605667	
6.94811	0.56629925	0.445058959	0.557572603	0.462512252	
6.955049	0.583392183	0.479965544	0.574665537	0.514872129	
6.963157	0.604100687	0.514872129	0.59537404	0.549778714	
6.97294	0.628939618	0.541052068	0.620212971	0.584685299	
6.983092	0.655726267	0.575958653	0.646999621	0.619591884	
6.993253	0.683150952	0.610865238	0.674424306	0.654498469	
7.003657	0.711905617	0.645771823	0.703178971	0.689405055	
7.013546	0.739792209	0.680678408	0.731065563	0.72431164	
7.023689	0.769008141	0.715584993	0.760281495	0.759218225	
7.033825	0.798828612	0.750491578	0.790101965	0.785398163	
7.043982	0.829339546	0.785398163	0.8206129	0.820304748	
7.054113	0.860400163	0.820304748	0.851673516	0.846484687	
7.065745	0.896922099	0.855211333	0.888195453	0.881391272	
7.07471	0.926039364	0.890117919	0.917312718	0.907571211	
7.084588	0.957638206	0.916297857	0.94891156	0.942477796	
7.094732	0.991068713	0.942477796	0.982342066	0.968657735	
7.104872	1.02522272	0.977384381	1.01649608	0.994837674	
7.115106	1.06035264	1.01229097	1.05162599	1.02974426	
7.125152	1.09540595	1.04719755	1.08667931	1.06465084	
7.135379	1.13173833	1.08210414	1.12301168	1.09083078	
7.145456	1.16813532	1.11701072	1.15940867	1.12573737	
7.155586	1.20534095	1.16064395	1.1966143	1.16064395	
7.174211	1.27634974	1.19555054	1.2676231	1.20427718	
7.178881	1.29406082	1.23918377	1.28533418	1.25663706	
7.18891	1.33287789	1.282817	1.32415124	1.29154365	
7.199059	1.37280075	1.31772359	1.3640741	1.32645023	
7.209164	1.41317398	1.36135682	1.40444733	1.37008346	
7.219804	1.45638921	1.3962634	1.44766257	1.40499005	
7.229939	1.49812187	1.43989663	1.48939523	1.44862328	
7.240052	1.54040629	1.47480322	1.53167964	1.48352986	
7.250212	1.58349532	1.51843645	1.57476867	1.5271631	
7.260328	1.62699283	1.56206968	1.61826619	1.57079633	
7.271732	1.67693069	1.60570291	1.66820404	1.6231562	
7.281876	1.72184294	1.65806279	1.71311629	1.66678944	
7.292033	1.76744953	1.70169602	1.75872289	1.71042267	
7.302199	1.81373501	1.74532925	1.80500836	1.7540559	
7.312306	1.86036297	1.79768913	1.85163633	1.80641578	
7.322493	1.90799941	1.85004901	1.89927276	1.85004901	
7.332635	1.95617679	1.90240888	1.94745015	1.90240888	
7.342815	2.00483825	1.94604212	1.9961116	1.95476876	
7.353009	2.05438449	1.99840199	2.04565785	1.99840199	
7.363107	2.1040288	2.05076187	2.09530216	2.05948852	
7.373404	2.15532917	2.10312175	2.14660252	2.11184839	
7.383544	2.20644982	2.15548163	2.19772317	2.16420827	
7.39369	2.25821347	2.19911486	2.24948683	2.21656815	
7.403786	2.31031633	2.26020138	2.30158969	2.26892803	
7.413979	2.36359376	2.31256126	2.35486711	2.31256126	
7.424166	2.41739852	2.36492114	2.40867188	2.36492114	
7.434279	2.47145549	2.42600766	2.46272884	2.41728101	
7.444435	2.52635149	2.47836754	2.51762484	2.47836754	
7.454571	2.58177717	2.53072742	2.57305052	2.53945406	
7.465019	2.63959046	2.59181394	2.63086382	2.59181394	
7.474917	2.69488848	2.65290046	2.68616184	2.64417382	
7.485047	2.75211116	2.70526034	2.74338451	2.70526034	
7.495233	2.81028583	2.76634686	2.80155918	2.75762022	
7.505313	2.86845568	2.82743339	2.85972903	2.82743339	
7.515577	2.92836066	2.87979327	2.91963401	2.87979327	
7.525677	2.98788072	2.94087979	2.97915408	2.94087979	
7.53582	3.04826059	3.00196631	3.03953394	3.00196631	
7.545926	3.10904976	3.05432619	3.10032311	3.06305284	
